"","Sentence","Interviewee","State","Region","Verb","Verbal_S","Type_of_Subject","Person","Number","Adjacency","Preceding_Segment","Following_Segment","ThirdSingular","Verbal_aspect","Aspect","Verb_Type","Verb2r","PersonNumber"
"411","It sho' comes in handy","James Lucas","MS","Gulf","come","s","Pronoun","First","Singular","A","C","V","N","dynamic","habitual","rest","come","First - Singular"
"412","I do want to put a iron fence a-roun' it an' gild it wid silver paint","James Lucas","MS","Gulf","do","0","Pronoun","First","Singular","A","irregular","C","N","aux","habitual","dhg","do","First - Singular"
"413","even if she does smoke a pipe, an' don' know much 'bout nothing","James Lucas","MS","Gulf","do","s","Pronoun","Third","Singular","A","irregular","C","T","aux","habitual","dhg","do","Third - Singular"
"414","I draws a Federal pension now","James Lucas","MS","Gulf","draw","s","Pronoun","First","Singular","A","V","V","N","dynamic","habitual","rest","infrequent","First - Singular"
"415","Now all you gits is some no-count paten' medicine","James Lucas","MS","Gulf","get","s","Pronoun","Second","","A","C","V","N","dynamic","habitual","rest","get","Second - "
"416","Sometimes I gits lonesome for de frien's I used to now","James Lucas","MS","Gulf","get","s","Pronoun","First","Singular","A","C","C","N","dynamic","habitual","rest","get","First - Singular"
"417","I smokes a pipe 'ceptin when de mistis give me a seegar","James Lucas","MS","Gulf","give","0","NP","Third","Singular","A","C","V","T","dynamic","habitual","rest","give","Third - Singular"
"418","I got one gran-chil' I loves jus' lak my own chillun","James Lucas","MS","Gulf","got","0","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","got","First - Singular"
"419","I guess slavery was wrong","James Lucas","MS","Gulf","guess","0","Pronoun","First","Singular","A","S","S","N","state","non-habitual","rest","guess","First - Singular"
"420","all o'my frien's has lef' me","James Lucas","MS","Gulf","have","s","NP","Third","Plural","A","irregular","C","N","aux","non-habitual","dhg","have","Third - Plural"
"421","Even marse Fleming has passed on","James Lucas","MS","Gulf","have","s","NP","Third","Singular","A","irregular","C","T","aux","non-habitual","dhg","have","Third - Singular"
"422","I has a heap of misery in my knee","James Lucas","MS","Gulf","have","s","Pronoun","First","Singular","A","irregular","V","N","state","non-habitual","dhg","have","First - Singular"
"423","I hear somebody say us gwine-a vote","James Lucas","MS","Gulf","hear","0","Pronoun","First","Singular","A","C","S","N","state","habitual","rest","hear","First - Singular"
"424","it jolts a-roun' an' hurts me worse","James Lucas","MS","Gulf","hurt","s","NP","Third","Singular","N","C","C","T","dynamic","habitual","rest","hurt","Third - Singular"
"425","it jolts a-roun' an' hurts me worse","James Lucas","MS","Gulf","jolt","s","NP","Third","Singular","A","C","V","T","dynamic","habitual","rest","infrequent","Third - Singular"
"426","I knows a-plenty what I oughtn' tell to ladies.","James Lucas","MS","Gulf","know","s","Pronoun","First","Singular","A","V","V","N","state","non-habitual","rest","know","First - Singular"
"427","If I lives 'til next year I'll get $125 per mont'.","James Lucas","MS","Gulf","live","s","Pronoun","First","Singular","A","C","C","N","dynamic","non-habitual","rest","live","First - Singular"
"428","De longer I lives de plainer I see dat it ain' right to want mo' dan you can use","James Lucas","MS","Gulf","live","s","Pronoun","First","Singular","A","C","C","N","dynamic","non-habitual","rest","live","First - Singular"
"429","I got one gran-chil' I loves jus' lak my own chillun","James Lucas","MS","Gulf","love","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","love","First - Singular"
"430","I means dem what lived to git back to dey folks","James Lucas","MS","Gulf","mean","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","mean","First - Singular"
"431","I recollec' a heap 'bout slav'ry-times","James Lucas","MS","Gulf","recollect","0","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","recollect","First - Singular"
"432","I recollec' one song dat us could sing","James Lucas","MS","Gulf","recollect","0","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","recollect","First - Singular"
"433","I 'member my nex' master was Pres'dent Jefferson Davis hisse'f","James Lucas","MS","Gulf","remember","0","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"434","I 'members him well.","James Lucas","MS","Gulf","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"435","I 'members plain as yesterd'y when he got kilt","James Lucas","MS","Gulf","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"436","but I 'members us had some mighty good times","James Lucas","MS","Gulf","remember","s","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","remember","First - Singular"
"437","Der I rests long enough to pass de time-o-day wid my neighbors","James Lucas","MS","Gulf","rest","s","Pronoun","First","Singular","A","C","C","N","dynamic","habitual","rest","infrequent","First - Singular"
"438","You see, I stayed wid de folks","James Lucas","MS","Gulf","see","0","Pronoun","Second","","A","V","V","N","dynamic","discourse","rest","see","Second - "
"439","De longer I lives de plainer I see dat it ain' right to want mo' dan you can use","James Lucas","MS","Gulf","see","0","Pronoun","First","Singular","A","V","C","N","dynamic","habitual","rest","see","First - Singular"
"440","I smokes a pipe 'ceptin when de mistis give me a seegar","James Lucas","MS","Gulf","smoke","s","Pronoun","First","Singular","A","C","V","N","dynamic","habitual","rest","infrequent","First - Singular"
"441","I spec I's de only one livin' whose eyese ever seed 'em bofe","James Lucas","MS","Gulf","spect","0","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","spect","First - Singular"
"442","I 'spec dey's 'bout right","James Lucas","MS","Gulf","spect","0","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","spect","First - Singular"
"443","I jus' takes a little dram when ever I wants it","James Lucas","MS","Gulf","take","s","Pronoun","First","Singular","N","C","V","N","dynamic","habitual","rest","take","First - Singular"
"444","I tell you it aint right, Miss, what I seen","James Lucas","MS","Gulf","tell","0","Pronoun","First","Singular","A","C","C","N","dynamic","discourse","rest","tell","First - Singular"
"445","I think slav'ry was a lot easier dan de War","James Lucas","MS","Gulf","think","0","Pronoun","First","Singular","A","C","S","N","state","non-habitual","rest","think","First - Singular"
"446","I walks to de little sto' on Union Street","James Lucas","MS","Gulf","walk","s","Pronoun","First","Singular","A","C","C","N","dynamic","habitual","rest","walk","First - Singular"
"447","I jus' takes a little dram when ever I wants it","James Lucas","MS","Gulf","want","s","Pronoun","First","Singular","A","C","V","N","state","habitual","rest","want","First - Singular"
"448","I wears glasses for show an' for seing close","James Lucas","MS","Gulf","wear","s","Pronoun","First","Singular","A","C","C","N","dynamic","habitual","rest","infrequent","First - Singular"
"449","I expects to go to him 'fore long.","John Cameron","MS","Gulf","expect","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","expect","First - Singular"
"450","I know us raised 'nough food stuff for all de slaves","John Cameron","MS","Gulf","know","0","Pronoun","First","Singular","A","V","V","N","state","non-habitual","rest","know","First - Singular"
"451","Den I know I's gwine see my old Marster an' Mistis ag'in.","John Cameron","MS","Gulf","know","0","Pronoun","First","Singular","A","V","V","N","state","non-habitual","rest","know","First - Singular"
"452","I taken dat work 'cause I lak's pretty flowers","John Cameron","MS","Gulf","like","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","like","First - Singular"
"453","I laks to buil' frames for 'em to run on","John Cameron","MS","Gulf","like","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","like","First - Singular"
"454","I's a Christian an' loves de lawd","John Cameron","MS","Gulf","love","s","Pronoun","First","Singular","N","C","C","N","state","non-habitual","rest","love","First - Singular"
"455","Dat seems to be de way of de worl' now.","John Cameron","MS","Gulf","seem","s","NP","Third","Singular","A","C","C","T","state","non-habitual","rest","seem","Third - Singular"
"456","I tell you, folks out to be more lak old Marster was.","John Cameron","MS","Gulf","tell","0","Pronoun","First","Singular","A","C","C","N","dynamic","discourse","rest","tell","First - Singular"
"457","I jus' wish I could tell an' make it plain jus how good him an' old Mistis was.","John Cameron","MS","Gulf","wish","0","Pronoun","First","Singular","N","S","V","N","state","non-habitual","rest","wish","First - Singular"
"458","I writes to 'em to he'p me, but don' never hear from 'em","John Cameron","MS","Gulf","write","s","Pronoun","First","Singular","A","C","C","N","dynamic","habitual","rest","infrequent","First - Singular"
"459","I don' un'erstan nothing 'bout how come dey act lak dat","Nettie Henry","MS","Gulf","act","0","Pronoun","Third","Plural","A","C","C","N","dynamic","habitual","rest","act","Third - Plural"
"460","But I give you my word dat he gwin stay right here 'till you put him on de firs' train headin' nawth","Nettie Henry","MS","Gulf","give","0","Pronoun","First","Singular","A","C","C","N","dynamic","habitual","rest","give","First - Singular"
"461","I keeps it nice an' clean jus' lak I learnt how to do frum de white folks where I used to work","Nettie Henry","MS","Gulf","keep","s","Pronoun","First","Singular","A","C","V","N","dynamic","habitual","rest","keep","First - Singular"
"462","My son in chicago gimme dis house an' I lives here by myse'f","Nettie Henry","MS","Gulf","live","s","Pronoun","First","Singular","A","C","C","N","dynamic","non-habitual","rest","live","First - Singular"
"463","Dey looks after me right nice, too","Nettie Henry","MS","Gulf","look","s","Pronoun","Third","Plural","A","C","V","N","dynamic","habitual","rest","look","Third - Plural"
"464","I 'members de firs' one to graguarte from it","Nettie Henry","MS","Gulf","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"465","I 'spec' Seventh Street was lined wid wimmin-folks doin' just what us doin' ","Nettie Henry","MS","Gulf","spect","0","Pronoun","First","Singular","A","C","S","N","state","non-habitual","rest","spect","First - Singular"
"466","I tries to live like a Christian an' do jus' lak Old Mistis say","Nettie Henry","MS","Gulf","try","s","Pronoun","First","Singular","A","V","C","N","dynamic","habitual","rest","try","First - Singular"
"467","All dey b'lieves in now is drinkin' an' carousin'","Pet Franks","MS","Gulf","believe","s","Pronoun","Third","Plural","A","C","V","N","state","non-habitual","rest","believe","Third - Plural"
"468","All de mens an' wimmens what comes out to de club is pow-ful good to me","Pet Franks","MS","Gulf","come","s","NP","Third","Plural","A","C","V","N","dynamic","habitual","rest","come","Third - Plural"
"469","I do 'member hearin' 'bout slaves on other places gittin whipped sometimes","Pet Franks","MS","Gulf","do","0","Pronoun","First","Singular","A","irregular","C","N","aux","non-habitual","dhg","do","First - Singular"
"470","Been so long I forgits de tales, but I know dey was good'ns","Pet Franks","MS","Gulf","forget","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","forget","First - Singular"
"471","I git's 'long wid my white folks, too.","Pet Franks","MS","Gulf","get","s","Pronoun","First","Singular","A","C","C","N","dynamic","habitual","rest","get","First - Singular"
"472","I goes down dere when I gits tired o' eatin' my own cookin","Pet Franks","MS","Gulf","get","s","Pronoun","First","Singular","A","C","C","N","dynamic","habitual","rest","get","First - Singular"
"473","I goes to town 'bout once a mont' to get s'pplies","Pet Franks","MS","Gulf","go","s","Pronoun","First","Singular","A","V","C","N","dynamic","habitual","dhg","go","First - Singular"
"474","I goes in to see her 'bout once a mont'","Pet Franks","MS","Gulf","go","s","Pronoun","First","Singular","A","V","V","N","dynamic","habitual","dhg","go","First - Singular"
"475","I goes down dere when I gits tired o' eatin' my own cookin","Pet Franks","MS","Gulf","go","s","Pronoun","First","Singular","A","V","C","N","dynamic","habitual","dhg","go","First - Singular"
